delta_feature_0,delta_feature_1,delta_feature_2,delta_feature_3,delta_feature_4,delta_feature_5,delta_feature_6,delta_feature_7,delta_feature_8,delta_feature_9,delta_feature_10,delta_feature_11,label
-0.004714991467650476,0.00976982527667608,0.03024479565391286,-2.5283339759506553,4.797764706707132,0.013885037138936629,0.014186777226830455,0.0681495829674893,0.06372006441439682,0.012006302219289666,0.016906180063496645,0.06136763427906189,3.0
0.04873242967662389,0.023635536772052712,0.004853679821984314,-6.154415305466726,-0.4232481463551112,0.02221729360544014,0.03292056903220325,0.05150191481150235,0.11223586630523708,0.03679740470685777,0.11639963766661987,0.1972106291979796,3.0
0.05072888807987763,0.023009266701174702,0.05852515532566577,-7.892935421623283,0.6354304726423559,0.032332129379132185,0.04387314398560127,0.07714505072256594,0.14364090037888744,0.03600486400851299,0.17896726811362607,0.26701251324564224,3.0
0.0034595399589267273,0.02021803783095394,0.04763958788159045,-2.8997953933206926,5.51921444291536,0.012546182381675458,0.015274472330895544,0.05278528476915645,0.0535040785458375,0.002614426969258954,0.058706295382859874,0.12149448178917366,3.0
0.008672055224582864,0.02675962088837519,0.08841710993839885,-5.448788522604717,1.6391658638817956,0.016133671528425708,0.021552909293399924,0.06390278557106333,0.09175328655647652,0.02787610357640291,-0.011541890085435824,0.04879946487209441,3.0
0.008443117060501437,0.028185687783913116,0.08470802815519968,-3.919647486329902,0.32104197184790717,0.01833823103621471,0.02525989031774059,0.07337366269670664,0.10579629817231817,0.048433004790580436,0.032013399986685176,0.06573831959887988,3.0
0.056600022234924385,0.02502200638380464,0.12315515430227103,-8.370568523174525,0.6877888806144252,0.03258199918957358,0.041425735081125625,0.05134233672657662,0.11473845906276492,0.011510045245580525,0.21348587220494553,0.28200293930865206,3.0
0.005037388882141669,0.028546137247904058,0.08695197475957511,-5.663580899949702,2.8103959834389913,0.013703983280214382,0.022660477034243287,0.06682875317767367,0.09297806123654384,0.01466978852660461,-0.03497108963571538,0.019806740487681385,3.0
0.0073794456066721414,0.032334545112459645,0.07083946009363101,-5.631655319171777,3.2532360040226163,0.017017715731049043,0.020546702626832558,0.06729815722807131,0.0800505336458519,0.019131743473987384,-0.01769907959092798,0.019604307246041675,3.0
0.0002434702117719012,0.02104837848974478,0.0744981871094556,-3.874298850386264,1.1449753997625063,0.015463051164085223,0.020948366942072222,0.07272472231063809,0.09836772483072331,0.034709649701013534,-0.006845658485337136,0.0398070317407031,3.0
-0.021848282019960308,-0.04321057078045426,-0.01528082300273259,-1.790095407004559,0.652377689509823,0.01009111600738688,0.012327931911742362,0.0030047937693129523,0.029540568554090818,0.0075754336693343305,0.20421841429385346,0.21413098692093824,4.0
-0.06433830565242143,-0.04188289015976254,0.010447445065411454,2.4254396600273935,1.812939028441967,-0.020202408626682877,-0.010933936524992388,-0.020186735865687422,-0.0392985549164957,-0.011613463392109113,0.01081548850646108,-0.007030573777502713,4.0
-0.05378302790701672,-0.03228205008201268,0.016405678663646783,2.7332936714491085,1.9009080990776202,-0.020708218874469497,-0.010216348164568317,-0.02483641824943117,-0.04503765528607828,-0.013143753437037664,-0.0017529876018311796,-0.012708501696480745,4.0
-0.034332320750166345,-0.01839744624973133,0.01596946689345552,-1.4445146284903654,-0.8288441009559442,0.0025202313621963957,0.002191624894108457,0.004606187377372839,0.004934227532490509,0.0036410793640373473,0.030553046962673136,0.042456134024371206,4.0
-0.010303499363223223,-0.03550625130288959,-0.014870519230660018,-1.4144054155835306,-0.27783402837014837,0.005078252416686524,0.005842862832219992,-0.015762186054900318,0.008870523331518054,0.002116299669375321,0.18761738630941105,0.19839264776984145,4.0
-0.03189837649971711,-0.013232715852451504,0.015928845748640952,-0.5035552062286248,-1.4057155242164465,0.0006928934863618397,0.004922863815547851,0.006644614943969729,0.011969166278235521,0.024490037768646333,0.0922723744334033,0.11819596245630937,4.0
-0.019663087959146064,-0.040593956368958184,-0.02488963034172137,-1.2220791758925635,-0.19625012142973564,0.00863051278830157,0.011262477905086221,0.0008317288683726831,0.02973320707416871,0.005540546246289302,0.23393462474510685,0.23345451560302832,4.0
-0.07764359451480057,-0.055558044803748596,0.007086694522526804,3.0672481497447484,1.0299148008658303,-0.02063201363076489,-0.009927699065524487,-0.008199831714139738,-0.022953289787274067,-0.008463060324089944,0.035911064110679014,0.0005537885398236853,4.0
-0.025873570986808148,-0.044349083075490014,-0.026369462408796063,-1.3066667925947133,-0.21664501853519802,0.00617919694295152,0.008337275593440607,-0.0061896836555871415,0.01894544580787283,0.005428865861237919,0.2256360996472302,0.21978265331224822,4.0
-0.051774500022212566,-0.034629815059947444,0.021072853857372786,3.759971313507107,1.6700247903704666,-0.018078693080689878,-0.010376597179695385,-0.015040351113531858,-0.040119629434400395,-0.005571204652259243,-0.001846360309251338,-0.0071974771292362405,4.0
-0.0645727848162625,-0.045853896347806566,0.015100335898305395,2.718742755015442,1.4750981782803008,-0.021164359184214082,-0.011008718127498346,-0.021723814565420385,-0.03839990371935931,-0.011659695628145839,0.017318031058765726,0.011684397732197205,4.0
-0.06259609758015877,-0.04358649262475367,0.014279447491831077,2.9222875137509288,1.2659040139280338,-0.019276575760888676,-0.011032801739109366,-0.014908862484269703,-0.034660631371124295,-0.00746488108663057,0.01369738561707523,-0.0010218380363209434,4.0
-0.014183810026436039,-0.03683095230788258,-0.014180975545425634,-1.1494032763427704,0.035724521716200996,0.00754770063207072,0.008153980133892985,-0.008395533849026582,0.013751809506515889,0.007051640513599966,0.21225575190151824,0.2181201000019528,4.0
-0.01971345923028489,-0.0021752412167292956,0.00885303738166765,0.003821559342454428,-1.5097290697875172,1.2932656506925433e-05,0.002145178470139064,0.0016181887429099762,0.0015045113599897464,0.018562982821411333,0.015597937373079684,0.04684644818917727,4.0
-0.05562433498724939,-0.03443694060290026,0.018383085923324938,2.5871911918084844,1.7655777926971714,-0.017241550856413573,-0.006738227806777991,-0.015241559232110902,-0.03382050196891273,-0.010002305500349529,0.00765365770287163,-0.009519098344460186,4.0
-0.009721807593764342,-0.03342641800357882,-0.018227651034981196,-1.420877122757659,-0.32305815575411323,0.004918839252773893,0.008645115217258276,-0.016341549981612413,0.011796156414206838,0.003492313478909992,0.1956123539218919,0.20185612669971897,4.0
-0.011201540173002789,-0.0319109630390616,-0.010093841448958973,-0.9503660859788781,-0.5996352385742503,0.0033643907654743455,0.006916483674722529,-0.018320843916357354,0.00829088823960733,0.004669411028575654,0.1978886056727669,0.21398925046738304,4.0
-0.05210623511753204,-0.030815123765261132,0.022996461140426805,2.265218640096161,2.3045942240027992,-0.018368616719710767,-0.00800828736404302,-0.023553862680196547,-0.04207212500933566,-0.013453482106645098,-0.0075772994225760115,-0.022306926863957965,4.0
-0.04629980606163708,-0.030364592684172853,0.022278574423571673,-1.311038918476978,-1.3966770876239587,-0.001974278331897922,0.0009768854393837623,0.008988029074432191,0.014530936828526464,0.0013626071430620224,-0.01778188183084506,-0.004702552657770642,4.0
-0.03189503547504846,-0.01675431673817268,0.02289820016566524,-1.6157102695617365,-0.4630062824721879,0.0022158103090247905,0.0037685906366197452,0.007610916438761883,0.008769170326006548,0.008664428760279064,0.014039719418446062,0.040789892109415415,4.0
0.004266704829534784,-0.023047361782515208,-0.023644930984701884,-0.8494421626136823,-1.028204037999962,0.00925312784292781,0.01595342567375954,-0.007106358449118,0.031749037531226265,0.022314246392846848,0.2425961254971578,0.2688823798859894,4.0
-0.0248512622775926,-0.01045064112337446,0.011616297965656441,-1.1770356190970883,-0.9136319959006616,0.0016750503137513695,0.002363065512454132,0.004971230194318554,0.002655991337878083,0.014600937439410044,0.005606348890919932,0.02777094889423415,4.0
-0.0246908080324576,-0.0071621834091985526,0.007120287861251295,-0.2403350338899788,-1.164638908320483,0.0008721050232138039,0.00420657264691876,0.009534234961277033,0.010907227294227106,0.02182834983206483,0.03653256195671073,0.07188746226056386,4.0
-0.10611541020953555,-0.09062178759929068,0.019402389237054507,-0.6548915407047717,-0.5849064842705651,-0.005410210275667321,-0.006896091197355486,0.05011867995685437,0.04342009932150048,-0.004066808335808858,-0.024881993272009684,-0.04739910233552136,4.0
0.0013211806008660565,-0.024677978145272783,-0.0009547880966183087,-4.080482594433418,1.2203942698526147,0.01693307763259716,0.015944780254243174,0.027065638188489283,0.0492839094414097,0.00029695794587147883,0.14459900197042863,0.132719846375295,5.0
-0.024823023277765532,-0.008765681888540544,0.01694956400722747,2.6253448617127475,1.2601539482402213,-0.011925154906946955,-0.011171884014997385,-0.008999782178506055,-0.03173253534536724,-0.015143282468852548,-0.09562376040119958,-0.10831501079974526,5.0
-0.02896159954618177,-0.01246401271518316,0.01723417715797171,2.395528533048431,2.4344000000904,-0.013688354861810331,-0.012115093390923204,-0.014859243379475084,-0.04160932117559346,-0.0277412748572069,-0.09982830538429432,-0.10190401164511398,5.0
-0.005896215094823798,0.010245710625329252,-0.006556419044885797,0.5884623302474399,-2.798534514599118,-0.007685926000429472,-0.009558944717773299,-0.012569164996448334,-0.009964769621378045,0.00805212035203362,-0.07485440959301037,-0.053039636328389594,5.0
0.036009190842060945,0.005478839885293518,-0.022255982004005914,-3.244311239369221,-0.6212020081354979,0.01309445452089486,0.019621228648257077,0.005213464681391833,0.04058996335712095,0.009738585949093825,0.151735289451993,0.14057912534160844,5.0
0.03899024158488679,0.008717912496506164,-0.011791361777931164,-2.4068194634654088,-0.4186512853059128,0.012245713259367658,0.01709544120618578,-0.0005237563132023393,0.02871561669661471,0.009021340333118077,0.12792965681761048,0.1267774151181782,5.0
-0.027483726641117145,-0.009750416776708515,0.0021526233596568245,2.659318594265211,2.3236574067329814,-0.014027939116859234,-0.013071200933881033,-0.012054400042937674,-0.03821554082596801,-0.029139367603673194,-0.12553572994098294,-0.1334839568891839,5.0
0.016826333328932686,-0.012088905452112664,-0.002652575818882341,-2.894949754605692,0.575683829339682,0.014556052895225852,0.01679996719558724,0.021253825287937067,0.0460849303401657,0.004158301361645633,0.12119669194391669,0.12468227388900299,5.0
-0.017550099067226543,-0.0070047454795561515,0.014423905820175498,2.542827618799155,3.273664268671509,-0.004499374331478206,-0.004470033431327819,0.002775230165433462,-0.026726387703761567,-0.02066258364881768,-0.030973530460572718,-0.03880565352111365,5.0
-0.02266105000520574,-0.009080317003063776,0.006696641656168623,2.294881272822244,2.0726653897430687,-0.00930395651452251,-0.011087267165170583,-0.010830115696682685,-0.038858183985100214,-0.015754903931403552,-0.060574588930264905,-0.08185392962747784,5.0
-0.02239759363770022,-0.00666501048315693,0.006145328529417515,2.9817957752056703,1.2362379851183727,-0.011145388572811443,-0.010254997412303485,-0.00789209499607546,-0.03161444832727389,-0.018345057142527543,-0.09734247245230199,-0.10818179015012896,5.0
0.010580134276160336,-0.017037363125595728,0.0006741610743619675,-4.030303547474329,0.8338735019341907,0.017896556917717604,0.018967616917613672,0.03062535786726106,0.0573644484216127,0.006608773850355076,0.14613668146660475,0.1344214930042016,5.0
-0.0009684359486505922,0.012138348743654437,-0.008720990509395177,0.5452221293938626,-3.0024688006426135,-0.009262939059329928,-0.00951725896658373,-0.012722845747109135,-0.008794284539624275,0.017897320865581934,-0.04893335636752916,-0.01644608307447326,5.0
0.01852081419184265,0.033997980832368824,0.0041119686796186605,1.075906108942645,-2.7243872911742146,-0.002217562705222581,-0.004609474005535935,-0.018784428847439583,-0.018892869264041212,0.024955147186707882,-0.006372868732345438,0.011798157913650353,5.0
-0.03508999817203784,-0.016944938332106585,0.021456185681484052,2.3511956579301643,2.5794844960719088,-0.01500180668013415,-0.013061559586999338,-0.01580333038314874,-0.04022758673681903,-0.029723417059272728,-0.11426799785667319,-0.13307849817809547,5.0
0.02041318394489894,-0.010092322291046618,-0.0064887836818007805,-3.3234261846450046,-0.3484167583475184,0.012220222081451626,0.014932051826149068,0.005087368484098409,0.034842927438485494,0.008927852994308205,0.14331106169666308,0.12292603490472409,5.0
0.00915809336960055,-0.017486117004524016,-0.004439455930263514,-3.13161322287705,0.5131414446979212,0.008998115307865456,0.015123082641670477,0.01684116232041677,0.04693552852699323,-0.0029525149930523797,0.10460008377174068,0.09651824354470362,5.0
-0.025739081813464404,-0.012722942955329053,0.022820496886939046,2.345059727399553,2.7739436913134075,-0.013191152376974824,-0.013951185683448136,-0.018338662806943518,-0.0487409181511389,-0.02856566154934337,-0.11471326001245741,-0.1376837561330655,5.0
0.012885716169069139,0.02627856851318383,-0.011039709270815434,1.3060577949417782,-2.5502668512040434,-0.0011645699166757117,-0.007293314371854209,-0.008721920132677363,-0.016223351171736566,0.016416843976650997,-0.05350231338906841,-0.03931894453150475,5.0
0.0069423083559529974,0.019833446257932152,-0.01294203840287339,0.5293652371196877,-2.71734969883161,-0.00018026616929714412,-0.0049945950644640635,0.0017196892485630277,0.0018914644420765514,0.02048189048602833,-0.04097891419557742,-0.027070836690372246,5.0
-0.005560110320708189,-0.03529281830014891,0.0008438911192883425,-3.506821881483088,1.72031944713755,0.020894445826816627,0.019598983114490487,0.05243136847484198,0.07558314019794476,0.0034603112913323963,0.11791128450615185,0.1274225097510815,5.0
0.016172584052798644,0.02649673200948599,-0.017363699603726634,0.874063833049866,-2.514034152032846,-0.00010391055640182612,-0.004911998195824163,-0.004229347360215074,-0.008917743145009371,0.019540340384984756,-0.010293509644486054,0.0042931922746394235,5.0
0.015818301818531888,0.030044488967058136,0.004780556719559403,0.41601682313070754,-2.483497787654147,-0.002671095761632103,-0.0039850707220333015,-0.014427133385385926,-0.014974944945421953,0.018796155086805433,-0.034545813790519464,-0.007771026942951842,5.0
0.013492850989280936,0.026841541621532683,-0.013083696550674206,1.087681590344082,-2.6388105310162953,-0.0007692409114104792,-0.004029274141078065,-0.002256878452183808,-0.005799043924191616,0.01967612118963591,-0.04907892047382889,-0.0351851576054778,5.0
0.07964092738120804,0.042535461284226805,0.44814408844777814,-6.3219451461123715,4.599385650596074,0.05357451060553858,0.05060511863857459,0.11811092563311953,0.15283908859325968,0.08491334518577154,0.18502833447988287,0.28976056081119816,7.0
0.013044882491896004,0.020084928595422435,0.30884128922829485,2.440795364223395,7.59677320398547,0.02541011074523175,0.012830579379443402,0.10276793657330452,0.04967757884112223,0.021529689313800615,-0.10433963647803246,-0.029366738969955897,7.0
0.03661283620874506,0.03855243755137777,0.39631757604229795,1.635649218945379,7.067768024811875,0.039604610921660705,0.02524803514852403,0.13264701224933007,0.08357408765895968,0.04898626227103697,-0.10212106239069474,0.012251533499188394,7.0
0.02782191924726951,0.0408212548663523,0.3919862828308512,-2.290365904678371,6.4453104539555985,0.03316992109232164,0.019419362093901382,0.10056070755165647,0.07171525188831673,0.024365313640978936,-0.10848381636296534,0.024527581934644882,7.0
0.07780080540857609,0.037416752118254626,0.313131139448874,-3.474700408450669,4.925995244638467,0.05902181260584277,0.058613808207247986,0.1430199711788701,0.17413577224021726,0.0757066686633826,0.12198915256815956,0.2299090960940675,7.0
0.04666640452579379,0.057438378373322496,0.4398675014084445,-4.312692026336878,7.208794011880703,0.04685323151058443,0.032842669094780064,0.12444242407961947,0.10868691145957121,0.05241700020642792,-0.08319327087854411,0.058340849883593116,7.0
0.0712836440539662,0.029840231263294936,0.3358455599981078,-3.9608041419834006,4.753854873633462,0.054558628929350816,0.05176064205378561,0.13909613548466404,0.16497181784295134,0.06837896230158003,0.09609714449457707,0.20020722895368204,7.0
0.028211893793505083,0.03207627409286634,0.34497621893660485,2.521859913437855,6.194425088335957,0.032793918662084365,0.019366500679063564,0.11770386713740189,0.06579661421914595,0.041034120110280736,-0.07801801274813025,0.014668913624841906,7.0
0.0710996290611457,0.0343842207445606,0.3429001749427993,-4.788809921722052,4.5978346596132615,0.05116128248540314,0.04782178873279558,0.11601633052262428,0.14109646025529854,0.05602817484830991,0.11881873013800615,0.2273859916723504,7.0
0.05638881187313666,0.05166376065013867,0.48269077360825313,0.5601884884009465,9.7179719341832,0.04761041306558117,0.028234221689589778,0.14008462811518352,0.08923846572915362,0.05059182214642943,-0.12523300885517452,0.0142825918709093,7.0
0.019355589954076047,0.02614581345081307,0.2873232045950321,2.279342503922381,7.207052353184335,0.02728485491209162,0.015114688378620178,0.10726338389841195,0.05686395450452453,0.0270507786931784,-0.10063208384286293,-0.020035472992222747,7.0
0.017949092329370142,0.02161151207005796,0.3148942847793316,2.1819332229131136,7.479955071639714,0.029713438155487937,0.015827956357161582,0.11392483306009815,0.06267912944059251,0.029148411733647017,-0.09463548970045776,-0.013473743904058644,7.0
0.08574794213393244,0.04609165597675924,0.4289202286517501,-5.9611098995887755,4.608901295073438,0.058880667674323095,0.05229336918649169,0.1236978952395944,0.15476431338029917,0.08544282647373036,0.17859719552150732,0.291321807174691,7.0
0.05281617099450309,0.061390513356091636,0.4383184604935348,-3.5985325584045356,6.073082120687794,0.04781730108198398,0.027098796158109867,0.10584225917556067,0.07392254497387196,0.06361613456802528,-0.09101618858186322,0.014259635392862346,7.0
0.034346649014680486,0.034409877183039284,0.41911891293014086,1.9480329843458675,7.6991275985007315,0.041830293542118396,0.02413316599683507,0.14422712468045717,0.0917036831605047,0.05230152557161305,-0.14057781702708905,-0.019884953008176165,7.0
0.07154158296633772,0.032807247979919296,0.32741893936047023,-2.0228681755483606,4.807991756606222,0.04825301621861974,0.044034063552192776,0.11458769635216204,0.13449835954245348,0.06713277721471922,0.09762969466962179,0.19817859996894294,7.0
0.08174477419723036,0.042616396843500326,0.4336702033363902,-6.760299965397467,3.887590281249474,0.05746810705798999,0.057268327264164476,0.12793230616324625,0.17309338809367247,0.08438286945327322,0.1835870069207992,0.3051102258617733,7.0
0.040503429181585726,0.03871907230427729,0.4276393908333939,1.4708444504369673,8.104076738354138,0.03927373271582654,0.021803959407825896,0.13339308823596818,0.08230761007513876,0.04729848141511894,-0.14727970137860558,-0.033511693589298286,7.0
0.034705233099647625,0.04424979491168063,0.3980753893294617,-2.785525525374931,6.328773046800827,0.03524076947290769,0.021040174656491634,0.09667749817515114,0.07292579553323841,0.025970029383822424,-0.10633018064004762,0.030048302075287303,7.0
0.03070994511840497,0.04221517695406879,0.3891748200244379,-2.74184157082718,6.850936815258184,0.03650612233686207,0.023298460332460635,0.10566064395428887,0.08104664477693635,0.030115842454886854,-0.11379817199991038,0.014816606063824178,7.0
0.07020671054496536,0.0360567232658362,0.48502423787804433,-7.888602127122317,4.010931129902148,0.05689804855374336,0.05138790125142462,0.11772800139221873,0.1575925319991347,0.08682153700933237,0.17816113480424178,0.24880398802141768,7.0
0.0534494204454386,0.0620317981979982,0.41921542695271036,-3.7694830180745154,6.837874325944427,0.048394799438466723,0.02927861389854816,0.12090269251640795,0.09248000367320752,0.05248302183329778,-0.09280229234842619,0.05009317856741147,7.0
0.056307021962382464,0.06416822867828431,0.46025302522578176,-3.6931102051380016,5.952370394842554,0.04889447372374284,0.029559112883168814,0.10246096312567732,0.07617044172487908,0.06743116340146527,-0.04391084623514718,0.05663083547922865,7.0
0.03183147022437455,0.042852602012947105,0.39994098392974914,-2.557767536062684,6.189577298640827,0.03404902196327628,0.020047110677722385,0.0993188971583252,0.07336396096843523,0.02498404099306084,-0.11895158038989706,0.01541867062791713,7.0
-0.013092362511621436,-0.041067351296639965,-0.04380744394594349,-7.380281520362429,-2.947152958370529,0.003581205794945752,0.0069713026497568165,-0.033633734210202326,0.025350622437134596,-0.026996229256992632,0.26081669035131094,0.22088338222011394,6.0
-0.04914814427657893,-0.026915411577218107,-0.0735220528272334,-3.202391799662733,-0.6178327035345088,-0.027102047495910386,-0.015792353612335608,-0.055493589604841076,-0.036521947824475154,-0.03853296563166286,0.004842111790569259,-0.03162808833768338,6.0
-0.04256005637641869,-0.017022303274813355,-0.06219526122365249,-2.7271377858701946,-1.3472057136231035,-0.029709920357266606,-0.018990586111122976,-0.06627612711823239,-0.05088930512951817,-0.04055746449322062,-0.010982102357551593,-0.026064178256392623,6.0
-0.03867009545635952,-0.019216577712681593,-0.0775451598217533,-9.843415696713606,-0.21569434347231997,-0.004357041203799206,-0.004323153563430715,-0.009948266775317127,0.02495685672805481,-0.023259516494702925,0.04759628615846312,0.021795335959056583,6.0
-0.019466278542521864,-0.03893201745676578,-0.07356136638919097,-7.232515315527271,-3.352420911974966,-0.005435973096036412,0.006223024779435926,-0.05645099344623061,0.0161990562447889,-0.028899312974079883,0.24056111874187414,0.18609297030077832,6.0
-0.031348859258449824,-0.009926869803867144,-0.06715221543633865,-9.881788050016983,0.0003165116974850335,-0.003334357069946281,-0.0006073906648828287,-0.010311900154430065,0.02407662431492652,-0.029729465868050142,0.06906972848548554,0.054878077006551784,6.0
-0.011838857831781069,-0.03216401606345465,-0.06655303487160735,-7.256600062067108,-3.8111618661160533,-0.0032708883922019094,0.006638581724872472,-0.051141738196045394,0.01982839275169701,-0.024881412580219253,0.18284178997558342,0.1410691954631611,6.0
-0.038535004450806154,-0.013699890798569148,-0.07098646225563504,-2.72116763747786,-1.2573493467297983,-0.026639013328027372,-0.017178430664988142,-0.06333751430182566,-0.04553386309072116,-0.029438901059931744,0.0504110282444441,0.01506665648379757,6.0
0.004783981806231075,-0.014448778481532643,-0.06676641930122701,-7.103165220970164,-4.128413959892921,-0.01072353168568474,0.003911835257550816,-0.0916291163186268,-0.012930765459702398,-0.023994247887530018,0.2428149427625801,0.19905158135480683,6.0
-0.0344295310857774,-0.013343394276276399,-0.06528117680139128,-3.571182036643833,0.40978516802152054,-0.019975769367901408,-0.011896019785064521,-0.043292354001508215,-0.03588721553661545,-0.04458408928198698,0.03570962450306148,0.008340821976796864,6.0
-0.050958138170123846,-0.02690874792037784,-0.06663283277741544,-3.0058642887413534,-0.9903582163416544,-0.030088799722788162,-0.017798647640511922,-0.05977595500606958,-0.04225743562471507,-0.04178514892253493,-0.012553484128395631,-0.04979332756857202,6.0
-0.04393816042257265,-0.016001779524434157,-0.0636573287172652,-3.3490921657544543,-0.8954138704511792,-0.029798810771220485,-0.017343662195851206,-0.0656061284693309,-0.049282271678601886,-0.03149007627539424,-0.0011840135369203253,-0.022885985592625335,6.0
-0.012070086832902616,-0.037695647092137574,-0.04793985556962577,-7.4344470250175245,-3.305418077666909,-5.013030497583171e-05,0.004674496725293936,-0.042752467950980644,0.0193758735971572,-0.030491423576479715,0.17827566329058708,0.13177684656104116,6.0
-0.04068699841657758,-0.018572097275392996,-0.06915335044323279,-9.162603146799174,-0.0668666058865739,-0.006742805772391475,-0.004787017688008932,-0.015303934115551754,0.018134890474561183,-0.029334531476588155,0.06365747638964336,0.04098623766711951,6.0
-0.0450079065418284,-0.022463871809583758,-0.061941351366530395,-2.712024576088176,-1.3175319335917646,-0.028810907970784755,-0.01888433383820154,-0.06771810697651631,-0.05154734445100351,-0.04543998113557812,0.021720635965503554,-0.021547330037372525,6.0
-0.02591792896875328,-0.044826162566651284,-0.06523675202794399,-6.046511695043991,-3.2984058682473805,-0.006503671535852462,0.00389147389790076,-0.05114871634869955,0.013764906175772307,-0.029771957887343103,0.18525653955370602,0.14252581510867257,6.0
-0.014564719618061162,-0.037891879671412165,-0.06682278860690671,-6.3711672465006455,-3.681553174214832,-0.004855546045957365,0.0018309928131864939,-0.05763192943747075,0.004883568444090325,-0.026372414255979693,0.20373537426204402,0.1469609093737958,6.0
-0.03605140311217275,-0.013480186062716504,-0.0635242879235614,-3.2285069587312005,0.18776841974151637,-0.02311588812589624,-0.013961267047601006,-0.05589716629253705,-0.04609732915850662,-0.04100398595228705,0.0260054013393054,-0.009219801620527157,6.0
-0.037848096616492966,-0.01787448574988426,-0.07384511037664021,-9.571890418813659,-0.20955451736997244,-0.004210722653464893,-0.004039841283767193,-0.012077832781331677,0.021684478520868744,-0.02762388349734468,0.04320764687192247,0.022160607039246383,6.0
-0.04328771791808428,-0.022197461751671643,-0.08136944781146671,-9.888475595046579,-0.27932243067797735,-0.003804264959746173,-0.004000331080763975,-0.009698870787700153,0.026970037329828833,-0.02168550013509407,0.047836200877558355,0.01959389620178653,6.0
-0.014814433976767627,-0.040863579990748355,-0.06207919151811442,-8.872760961761799,-1.8200050967923982,0.012366271927665345,0.015503887702073726,0.0010317318943499076,0.05951072500846455,-0.0172753836746794,0.27835944181355554,0.24357123802155867,6.0
-0.04441402017590074,-0.01995504608198012,-0.06582307753931438,-9.065280496484785,0.1298887978189951,-0.005544116988404152,-0.002973595223965564,-0.007601433002926927,0.026158054285831067,-0.025465581306762464,0.07037096903211593,0.05148348990778029,6.0
