static_feature_0,static_feature_1,static_feature_2,static_feature_3,static_feature_4,static_feature_5,static_feature_6,static_feature_7,static_feature_8,static_feature_9,static_feature_10,static_feature_11,label
0.4156440286623306,0.3559446283111704,0.4113623022839466,0.4914179873545457,0.8512840253867918,0.36713186112572177,1.3024259351102598,-0.015280348903905545,-0.0031148392540894312,0.7564405727795012,1.1850280274704066,3.1407311423341846,0.0
0.33393922421084343,0.397200119885431,0.4614707979759257,0.40225574907882433,0.8390558438442275,0.4106823279859684,1.2247946635083102,-0.054396672381304086,-0.04154803777575184,0.6976840039618396,1.1497229711628005,3.0246875905532806,0.0
0.40152808155579095,0.40477561823623437,0.42146837560768635,0.449918559862228,0.8292124130997297,0.3297657794487751,1.3534306596453316,-0.07508741742365538,0.01953040888598865,0.8241387336744452,1.2727610088110517,3.3633718396078573,0.0
0.3684107492890299,0.3706123851987767,0.46793525970311145,0.44297346809868104,0.8198525959309632,0.35084184983927963,1.3324869644472612,0.003949271852268684,-0.08880462999685278,0.7905290215228886,1.2277827318277617,3.237111807426805,0.0
0.360723234260029,0.31865690563487314,0.3956900043571782,0.42976349270428615,0.7978061947146851,0.3250289783755574,1.4071287678814655,0.04302045383391129,-0.014712280633790572,0.7643729461564794,1.2981529020896732,3.285449670119931,0.0
0.3361261186435167,0.3765738510533383,0.407715006693404,0.39002009908913443,0.8057350101542959,0.31610275188215015,1.397829597756175,-0.06247701563308368,0.023757551054520824,0.7686083826281662,1.220032017629756,3.2289841350504314,0.0
0.32160918735365895,0.3314237710870207,0.4336944865883234,0.43031354298070285,0.8061993254046256,0.32349000727828864,1.3604577291460298,-0.023846456153277185,0.04377596235490707,0.6860259422769787,1.179491824691391,3.03553157209347,0.0
0.3238915526565403,0.31495799123455753,0.4279228342795842,0.4583214283995551,0.8197489949590083,0.32761225255029025,1.3635634710732825,0.03970050729336872,-0.025415891680411855,0.7010675922774419,1.182111581618922,3.003906379267694,0.0
0.339766272333302,0.34077161704456227,0.4054715394189242,0.42651523620604276,0.8394795520870847,0.335708133641462,1.2687306598595733,0.02395414372598239,0.01549593994342966,0.694646013180864,1.0623250684082566,2.963737171081092,0.0
0.34186520584179947,0.3496334022425285,0.4127152765830745,0.4262625981940318,0.8528532397076727,0.3398084253782745,1.2747128148775617,0.013258242003351963,0.02089152044199143,0.70967399228729,1.0708011900037853,3.013278834751068,0.0
0.318626468035362,0.27960914259592484,0.3401611240201372,0.35318221901248187,0.7527146506086518,0.349215878582731,1.35323909133118,-0.004112121435555223,-0.06821198996727744,0.6155117801825739,1.2466955920437717,3.2466053282489935,0.0
0.29352397309852607,0.32469619247252596,0.3587768332680788,0.34767535925282855,0.7511764825308975,0.3881390895455769,1.2628015943380027,-0.0851007324062431,0.010874340528445374,0.6028208726276083,1.2990607264967269,3.101336783186377,0.0
0.36991161558925956,0.35974808263374297,0.4237555449827709,0.42759788870665405,0.8138694073445241,0.30366844723764624,1.3163069661015876,-0.02022927015787223,-0.029295711061149535,0.7284027709831681,1.1088832043402623,3.123941393264537,0.0
0.36734906965505115,0.3762710355213869,0.4120250441637168,0.43758872678147065,0.8180283724185328,0.3154204680025023,1.3291719893327583,-0.02068543554602992,-0.02682006951899709,0.7231756734690942,1.1115358236806148,3.132652243500657,0.0
